,question,tags
3335,What's my schedule for 10th december 2020?,Calendar
3336,What's my calendar for 6/8/2009 ?,Calendar
3337,Who organised the session Testing KT and details ?,Calendar
3338,What's my itinerary for 7th march ?,Calendar
3339,Show me the locations of all the events on 17 november,Calendar
3340,Show me all the zoom meetings for the day after,Calendar
3341,When did the last overview of product take place ?,Calendar
3342,what are all the meetings hosted by ankit ?,Calendar
3343,List all the events scheduled by mitchell brown,Calendar
3344,how many meetings were with jack last week,Calendar
3345,When is my next meeting with Vinay Gupta?,Calendar
3346,When is the soc Release planned ? ,Calendar
3347,Give me the details of my next meeting with mitchell? ,Calendar
3348,when is the last meeting with Ankit,Calendar
3349,What's angel's status for the  meeting at 1:30 pm on 6th june ?,Calendar
3350,Where is my first meeting on jan 05 ?,Calendar
3351,What is the agenda of the meeting scheduled by Chaitanya?,Calendar
3352,About the organizer,Calendar
3353,What is to be discussed in the Review meeting yesterday ?,Calendar
3354,What's my calendar for 8/12/2009 ?,Calendar
3355,how many events do i have with ankit ?,Calendar
3356,What are the meetings organized by jack@qualcomm.com?,Calendar
3357,List all those who will definitely be present at the Sprint Demo,Calendar
3358,When did Mahi collaborate with me recently?,Calendar
3359,List all the events scheduled by jeswil,Calendar
3360,When does my meeting with Ankit and Vineeth end ?,Calendar
3361,When did the last performance review take place ?,Calendar
3362,What are the new events for this week ?,Calendar
3363,When did the last QA meeting take place ?,Calendar
3364,Show me all the meetings scheduled by Ankit,Calendar
3365,What are the new events for this week ?,Calendar
3366,When was the last meeting with Vinay ?,Calendar
3367,At what time is my first meeting the day before ?,Calendar
3368,When is my previous meeting with Vinay?,Calendar
3369,Where is my first meeting on december 02 ?,Calendar
3370,List all the events scheduled by Ankit,Calendar
3371,Is QnA standup a recurring meeting ?,Calendar
3372,Where is my first meeting on december 8 ?,Calendar
3373,What are the meetings for the next day ?,Calendar
3374,When did the last QA meeting happen?,Calendar
3375,What time does the customer success journey start ? ,Calendar
3376,Show me the meetings in which donald and vivian participated ?,Calendar
3377,When is my previous meeting with Lisa?,Calendar
3378,What are the meetings organized by thomas@tcs.com?,Calendar
3379,When does my meeting with jordan and jack end ? ,Calendar
3380,What are the meetings organized by donald@kpmg.com?,Calendar
3381,Where is the meeting with Ankit Bhangar?,Calendar
3382,What is to be discussed in the Review meeting the day after ?,Calendar
3383,Who all are attending today's discussion on email  ?,Calendar
3384,When was my last meeting with Jeswil?,Calendar
3385,Give me the details of my next meeting with eva? ,Calendar
3386,How many are gonna participate in the Sprint  demo ?,Calendar
3387,When was the last time christopher william and I met ?,Calendar
3388,What are the meetings organized by aaron@kpmg.com?,Calendar
3389,When was my first meeting with valentina jones ?,Calendar
3390,Where is the meeting with ryan brown? ,Calendar
3391,What's my schedule for 12th november 2017?,Calendar
3392,When did the last payslip happen?,Calendar
3393,Show me all the zoom meetings for tomorrow,Calendar
3394,What's my itinerary for 7th aug ?,Calendar
3395,Show me all the meetings scheduled by John Doe,Calendar
3396,What are my event on 11 Dec 2020?,Calendar
3397,When was my first meeting with ankit ?”,Calendar
3398,What are the meetings organized by Ankit Bhangar?,Calendar
3399,Show me the meetings in which Ankit and Vineeth participated,Calendar
3400,What are the meetings hosted by Chaitanya ?,Calendar
3401,show me all the meetings with vineeth,Calendar
3402,What's my program for today?,Calendar
3403,What's my plan for August 1 ?,Calendar
3404,Why was the meeting Raj rescheduled ?,Calendar
3405,Are all the guests invited attending the event ?,Calendar
3406,What's the agenda of 2:00pm meeting today ?,Calendar
3407,Show me all the meetings scheduled by eva jones,Calendar
3408,When does the Genius release event begin ?,Calendar
3409,Who are invited to attend the overview of product session ? ,Calendar
3410,Who organised the event Discussion about report ?,Calendar
3411,Show me all the meetings I attended in the month of december ?,Calendar
3412,List all meeting with Brannan?,Calendar
3413,How many people are attending yesterday's meeting organized by hailey ?,Calendar
3414,What's mitchell's status for the 1:30 pm meeting day after tomorrow ?,Calendar
3415,Number of people who are attending the Mentor mentee session on this thursday,Calendar
3416,When was my last meeting with mitchell roberts ?,Calendar
3417,What time does the rental agreement start ? ,Calendar
3418,When is my next meeting with Jack Porter?,Calendar
3419,What's mitchell's status for the  meeting at 10:15 pm on 3th february ?,Calendar
3420,What time does my call with jacob start the day before?,Calendar
3421,Who addressed the last conference ?,Calendar
3422,what are all the meetings hosted by jeasdasswil,Calendar
3423,what is the last meeting with chaitanya,Calendar
3424,When was my last meeting with ryan walker ?,Calendar
3425,What is the agenda of the meeting scheduled by sophie ? ,Calendar
3426,Show me all the meetings scheduled for tomorrow,Calendar
3427,What is the description of Global team connect event ?,Calendar
3428,what was the description of mentor mentee meeting,Calendar
3429,What's jacob's status for the 4:45 pm meeting on 8th dec ?,Calendar
3430,when was my previous meeting with Jack,Calendar
3431,What is my meeting type?,Calendar
3432,What is my program for this month?,Calendar
3433,What's my calendar for 17/11/2020 ?,Calendar
3434,when is my next event witth ankit ?,Calendar
3435,What are the meetings for the day after ?,Calendar
3436,When is my next meeting with Jack?,Calendar
3437,Who all are attending the discussion on email ?,Calendar
3438,what is my next metting,Calendar
3439,Show me the locations of all the events on 1 march,Calendar
3440,Where is my first meeting on August 1 ?,Calendar
3441,Who organized the session rental agreement ?,Calendar
3442,When was the last time ruby wilson and I met ?,Calendar
3443,when is the last meetign with vineeth,Calendar
3444,When was the last meeting with Vinay about stand up,Calendar
3445,What's my calendar for today ?,Calendar
3446,Who are invited to attend the Testing KT and details session ?,Calendar
3447,List all the events scheduled by John doe,Calendar
3448,when is the last meeting with chaitanya,Calendar
3449,What time does my call with thomas end? ,Calendar
3450,Who all have confirmed their attendance for the Sprint Demo ?,Calendar
3451,What's the agenda of 12:00pm meeting today ?,Calendar
3452,Show me all the meetings scheduled by Ankit Bhangar?,Calendar
3453,Who are invited to attend the mentor mentee session ?,Calendar
3454,What time does my call with valentina start the next day?,Calendar
3455,Show me all the events that are out of my office hours ?,Calendar
3456,Who all attended the last meeting organized by oliver evans ?,Calendar
3457,Who organized the session form 16 ?,Calendar
3458,What's my schedule for 3th dec 1999?,Calendar
3459,Who all attended the last meeting organized by jordan johnson ?,Calendar
3460,What are the meetings for tomorrow ?,Calendar
3461,What is the plan of action for today ?,Calendar
3462,When is my next meeting with Randy Friedman?,Calendar
3463,What's andrew's status for the  meeting at 2:15 pm on 1st march ?,Calendar
3464,What's are my tasks for the day ?,Calendar
3465,list all meeting ?,Calendar
3466,When does the soc release event begin ? ,Calendar
3467,Show me all the upcoming meetings for the day,Calendar
3468,When was my last meeting with brannan?,Calendar
3469,What are the meetings organized by aaron@infosys.com?,Calendar
3470,What is my first event,Calendar
3471,Why was the meeting with angel rescheduled ?,Calendar
3472,Who are participating in the appreciation release event ? ,Calendar
3473,When are the scheduled meetings for akshay.shitut@cognizer.ai?,Calendar
3474,When does my meeting with ruby and john end ? ,Calendar
3475,what is my next meeting ?,Calendar
3476,What's my calendar for today ?,Calendar
3477,Where is my first meeting the day after ?,Calendar
3478,Where is the Testing KT and details taking place?,Calendar
3479,Show me day after tomorrow's meetings and their agenda,Calendar
3480,When is my next meeting with attorney?,Calendar
3481,When was my last meeting with theodore jones ?,Calendar
3482,When is the next meeting with Jack?,Calendar
3483,How many meetings are planned for the previous day ?,Calendar
3484,Why was the meeting with eva rescheduled ?,Calendar
3485,List all the events scheduled by Ankit,Calendar
3486,What's my schedule for 29th november 2020?,Calendar
3487,What's my timeline for the next day ?,Calendar
3488,When was my first meeting with jason johnson ?,Calendar
3489,At what time is my first meeting today ?,Calendar
3490,What's dylan's status for the 9:30 pm meeting on 04th january ?,Calendar
3491,Show me the meetings in which morgan and oliver participated ?,Calendar
3492,What are the meetings organized by Jeswil ?,Calendar
3493,Show me all the meetings scheduled for the next day,Calendar
3494,Where is the meeting with adam roberts? ,Calendar
3495,At what time is the next conference with nicholas brown? ,Calendar
3496,When is the meeting scheduled with james Porter ? ,Calendar
3497,When was my first meeting with ankit ?,Calendar
3498,Why was the meeting with noah rescheduled ?,Calendar
3499,What were the points discussed in the first Process meeting?,Calendar
3500,When was the first onboarding meeting with susie evans ?,Calendar
3501,Who all are attending the day after's discussion on email  ?,Calendar
3502,Any event got rescheduled ?,Calendar
3503,When was my first meeting with richa ?,Calendar
3504,When did peter walker and I first meet ?,Calendar
3505,At what time is the meeting with robert scheduled ? ,Calendar
3506,What's my program for 17th november ?,Calendar
3507,When does the qna standup release event begin ? ,Calendar
3508,How many people are attending the next day's meeting organized by jordan ?,Calendar
3509,What's my program for 02th may ?,Calendar
3510,What's the agenda of 4:45pm meeting tomorrow ?,Calendar
3511,Who is the owner of the event QA standup ?,Calendar
3512,What are the meetings organized by eric@walmart.com?,Calendar
3513,what is my next meeting,Calendar
3514,What time is the Kickoff meeting OAuth Assessment?,Calendar
3515,What are the meetings for today ?,Calendar
3516,What documents were referred during the Genius meeting ?,Calendar
3517,List all the events scheduled by Ankit ?,Calendar
3518,What's the 4:00 AM call about ?,Calendar
3519,Who all attended the last meeting organized by hailey walker ?,Calendar
3520,Show me all the meetings scheduled for tomorrow,Calendar
3521,Who are invited to attend the scrum session ? ,Calendar
3522,When is my OfficeVibe survey due?,Calendar
3523,What's my schedule for 04th jan 2008?,Calendar
3524,Who all are attending tomorrow's discussion on email  ?,Calendar
3525,What's the agenda of 10:45pm meeting day after tomorrow ?,Calendar
3526,List all the events scheduled by vivian walker,Calendar
3527,What's the outline of festival Review meeting ?,Calendar
3528,Where is the meeting with Ankit Bhangar?,Calendar
3529,what are my meeting tomorrrow ?,Calendar
3530,Where is the meeting with dylan taylor? ,Calendar
3531,Who is organizing the the soc this week ?,Calendar
3532,Give me the details of my next meeting with Ankit?,Calendar
3533,what was my last meeting with Jack,Calendar
3534,Number of people who are attending the covid19 session on this thursday,Calendar
3535,When is the Cognizer - weekly technical call?,Calendar
3536,When did I first speak to bestankit?,Calendar
3537,what are the events for tomorrow,Calendar
3538,when is my next meeting with ankit,Calendar
3539,At what time is the meeting with oliver scheduled ? ,Calendar
3540,Where is the meeting with adam jones? ,Calendar
3541,Who all are attending day after tomorrow's discussion on email  ?,Calendar
3542,what are the events for today,Calendar
3543,Who is the Cognizer's Apps Standup meeting ?,Calendar
3544,When was my first meeting with bharat?,Calendar
3545,Who is organizing the the offer letter this week ?,Calendar
3546,what are the meeting scheduled by richa ?,Calendar
3547,Show me the meetings in which noah and thomas participated ?,Calendar
3548,When did eric jones and I first meet ?,Calendar
3549,What's my program for 3th september ?,Calendar
3550,What time does my call with susie end? ,Calendar
3551,What is my next program ?,Calendar
3552,What's my calendar for the day before ?,Calendar
3553,When is the next Standing Technical Content Huddle?,Calendar
3554,Who are invited to attend the payslip session ? ,Calendar
3555,What's eva's status for the 10:45 pm meeting on 10th nov ?,Calendar
3556,When was the first onboarding meeting with kevin roberts ?,Calendar
3557,When does the Email/contacts/calendar event begin ?,Calendar
3558,At what time is the meeting with anthony scheduled ? ,Calendar
3559,What is the agenda of the meeting scheduled by dylan ? ,Calendar
3560,What is my next event?,Calendar
3561,When is my next meeting?,Calendar
3562,When was the last time theodore walker and I met ?,Calendar
3563,What's anthony's status for the 4:00 pm meeting on 7th february ?,Calendar
3564,when was my last meeting with jeswil,Calendar
3565,When is the meeting scheduled with kevin Porter ? ,Calendar
3566,Show me all the meetings with physical place,Calendar
3567,When is the Kickoff meeting OAuth Assessment?,Calendar
3568,Show me all the zoom meetings for the previous day,Calendar
3569,What time does my call with adam start the day before?,Calendar
3570,What's my schedule for 04th aug 2013?,Calendar
3571,What's my schedule for 17th november 2020?,Calendar
3572,When did nathan smith and I first meet ?,Calendar
3573,What's my calendar for 10/8/1999 ?,Calendar
3574,What's my calendar for 12/3/2012 ?,Calendar
3575,Who all have confirmed their attendance for the covid19 ? ,Calendar
3576,When was the last time becky taylor and I met ?,Calendar
3577,What time is my next meeting with brannan?,Calendar
3578,Show me all the meetings I attended in the month of april,Calendar
3579,What's my plan for june 10 ?,Calendar
3580,Number of people who are attending the festival session on this thursday,Calendar
3581,How many meetings are planned today?,Calendar
3582,What time does the Alumni meet start ?,Calendar
3583,last meeting with ankit ?,Calendar
3584,When did the last customer success journey take place ?,Calendar
3585,What is the agenda of the meeting scheduled by jason ? ,Calendar
3586,What was the duration of the last meeting with John Doe ?,Calendar
3587,At what time did the meeting with theodore finish ?,Calendar
3588,Show me all the zoom meeting,Calendar
3589,What are the events scheduled for the day ?,Calendar
3590,Show me all the meetings scheduled for today,Calendar
3591,What is the agenda of the meeting scheduled by morgan ? ,Calendar
3592,When did christopher roberts and I meet last ?,Calendar
3593,What are the meetings organised by Ankit bhangar ?,Calendar
3594,when is the previous meeting with Ankit,Calendar
3595,Who organized the event soc ?,Calendar
3596,At what time is the next conference with Ankit Bhangar?,Calendar
3597,When is my previous meeting with Vinay Gupta?,Calendar
3598,When is the next pipeline huddle?,Calendar
3599,What were the points discussed in the first offer letter meeting ?,Calendar
3600,Show me the meetings scheduled by mitchell in the month of june,Calendar
3601,When was the first onboarding meeting with John Doe ?,Calendar
3602,How many people are attending the day after's meeting organized by nathan ?,Calendar
3603,When is my next meeting with Jeswil?,Calendar
3604,Show me the meetings for today,Calendar
3605,Who organized the event 'Mentor mentee' ?,Calendar
3606,when did i have last meeting with ankit,Calendar
3607,When is the next strategy meeting?,Calendar
3608,Show me the locations of all the events on 1 august,Calendar
3609,last meeting with ankit?,Calendar
3610,When did peter taylor and I meet last ?,Calendar
3611,At what time is the next conference with adam johnson? ,Calendar
3612,How many are gonna participate in the Sprint demo ?,Calendar
3613,Who is the organiser of Cognizer's Apps Standup meeting ?,Calendar
3614,At what time did the meeting with angel finish ?,Calendar
3615,What is to be discussed in the Review meeting tomorrow ?,Calendar
3616,Show me the locations of all the events on 3 august,Calendar
3617,What's the outline of covid19 Review meeting ?,Calendar
3618,At what time is my first meeting yesterday ?,Calendar
3619,Show me all the meetings scheduled by eva roberts,Calendar
3620,What time is my meeting with Jeswil?,Calendar
3621,When was the last meeting with Brannan?,Calendar
3622,when did the last QA meeting happen ?,Calendar
3623,What's my plan for may 02 ?,Calendar
3624,when is my next meeting with vineeth,Calendar
3625,What is the agenda of the meeting scheduled by theodore ? ,Calendar
3626,When is product huddle event schedule for?,Calendar
3627,Show me all the upcoming meetings for yesterday,Calendar
3628,What's thomas's status for the  meeting at 11:00 pm on 1st october ?,Calendar
3629,What's the 12.30pm call about ?,Calendar
3630,show me all meetings with jack last week,Calendar
3631,What are the meetings organized by chaitanya ?,Calendar
3632,Why was the meeting with john rescheduled ?,Calendar
3633,When was the last meeting with akash,Calendar
3634,When did the last rental agreement happen?,Calendar
3635,Which calendar is this event from ?,Calendar
3636,When did the last covid19 happen?,Calendar
3637,What is event in this month?,Calendar
3638,what are all the meetings hosted by vinay,Calendar
3639,What's the agenda of 2:15pm meeting the day before ?,Calendar
3640,What was the message received from Bhupendra on 29/4/2014?,Calendar
3641,When is my next meeting with vinay?,Calendar
3642,Who was the guest speaker for the event 'How to Think'?,Calendar
3643,What did Bnes intend to talk with me on may 1st ?,Calendar
3644,what are all the meetings hosted by Ankit Bhangar ?,Calendar
3645,At what time is the meeting with morgan scheduled ? ,Calendar
3646,When does my meeting with ryan and christopher end ? ,Calendar
3647,Show me all the meetings I attended in the month of december,Calendar
3648,What's the agenda of 4:00pm meeting the day before ?,Calendar
3649,Show me the meetings in which Ankit and vinay participated,Calendar
3650,Show me all the meetings I attended in the month of november,Calendar
3651,When did susie brown and I meet last ?,Calendar
3652,What’s my program for 17 november ?,Calendar
3653,List all the events scheduled by Ankit in october ?,Calendar
3654,What time does my call with Ankit start today?,Calendar
3655,What is my program for this November?,Calendar
3656,When was my last meeting with eva taylor ?,Calendar
3657,When was my first meeting with ruby brown ?,Calendar
3658,What is to be discussed in the Review meeting the day before ?,Calendar
3659,What's my calendar for 27/11/2020 ?,Calendar
3660,when is my weekly apps demo ?,Calendar
3661,Give me the details of my next meeting with vivian? ,Calendar
3662,Show me the persons involved in the most recent Review meeting,Calendar
3663,what are all the meetings hosted by Vineeth,Calendar
3664,List all the events scheduled by Ankit Bhangar ?,Calendar
3665,List all the events scheduled by aaron brown,Calendar
3666,Who are participating in the rental agreement release event ? ,Calendar
3667,what is the subject of the last meeting with jeswil,Calendar
3668,What time does my call with vivian end? ,Calendar
3669,What time does the performance review start ? ,Calendar
3670,Who are participating in the business operations release event ? ,Calendar
3671,Why was the meeting with mitchell rescheduled ?,Calendar
3672,At what time is my first meeting the day after ?,Calendar
3673,Who organized the event qna standup ?,Calendar
3674,Who organized the event payslip ?,Calendar
3675,At what time is the meeting with noah scheduled ? ,Calendar
3676,What was th last discussion with chaitanya based on ?,Calendar
3677,How many meetings are planned for yesterday ?,Calendar
3678,Show me the meetings scheduled by julia in the month of november,Calendar
3679,When is my next meeting with cognizer-employees-and-contractors?,Calendar
3680,when is my next meeting with jack,Calendar
3681,What's my schedule for 05th january 1995?,Calendar
3682,when is my next meeting with jeswil,Calendar
3683,When weekly apps demo event?,Calendar
3684,What's the 12.30pm call about ?,Calendar
3685,What is my agenda for this month?,Calendar
3686,What's my plan for march 6 ?,Calendar
3687,Show me the meetings scheduled by mitchell in the month of may,Calendar
3688,At what time is the meeting with donald scheduled ? ,Calendar
3689,What's the outline of scrum Review meeting ?,Calendar
3690,What's my itinerary for 04th july ?,Calendar
3691,What time does my call with Ankit start ?,Calendar
3692,When did the last appreciation happen?,Calendar
3693,When is my next standing technical content huddle meeting?,Calendar
3694,when is the last meeting with vineeth,Calendar
3695,Show me all the meetings I attended in the month of november ?,Calendar
3696,What's Ankit's status for the 1:00pm meeting tomorrow ?,Calendar
3697,what was my last platform meeting,Calendar
3698,About the participants of an Event,Calendar
3699,Give me the details of my next meeting with peter? ,Calendar
3700,Show me the meetings in which nicholas and joseph participated ?,Calendar
3701,when is my next meeting with bryan,Calendar
3702,Who is organizing the the covid19 this week ?,Calendar
3703,What's the location of Book release event?,Calendar
3704,What's my program for 02th november ?,Calendar
3705,What is my agenda,Calendar
3706,How many events do I have Jeswil?,Calendar
3707,When is my next meeting /,Calendar
3708,What’s my today event,Calendar
3709,What are the meeting organized by Lisa?,Calendar
3710,When is process meeting taking place?,Calendar
3711,What are my upcoming meetings?,Calendar
3712,all event from jeswil >,Calendar
3713,What's my schedule for 8th july 2017?,Calendar
3714,last meeting with rohit ?,Calendar
3715,Show me all the meetings scheduled for tomorrow?,Calendar
3716,What's my timeline for yesterday ?,Calendar
3717,When was my first meeting with ankit ?,Calendar
3718,what are my meeting tomorrow ?,Calendar
3719,When was my first meeting with bharat ?,Calendar
3720,when was my last meeting with Jack,Calendar
3721,How many people are not participating in today's 8:30 meeting ?,Calendar
3722,Who are invited to attend the business operations session ? ,Calendar
3723,What's the 9:30 AM call about ?,Calendar
3724,Show me today's meetings and their agenda,Calendar
3725,"""What's my schedule for 10th november 2020? """,Calendar
3726,When is my next standup?,Calendar
3727,List all the events scheduled by hailey johnson,Calendar
3728,Who organized the event Disussion about report ?,Calendar
3729,What's my calendar for 8/10/1995 ?,Calendar
3730,What were the points discussed in the first festival meeting ?,Calendar
3731,Who all attended the last meeting organized by sophie johnson ?,Calendar
3732,When did the last soc take place ?,Calendar
3733,What's the outline of Genius Review meeting ?,Calendar
3734,At what time is the next conference with angel johnson? ,Calendar
3735,Who is hosting the next Mentor mentee event ?,Calendar
3736,Are there any rescheduled events ?,Calendar
3737,What's the agenda of 1:30pm meeting tomorrow ?,Calendar
3738,What time does my call with kevin start tomorrow?,Calendar
3739,What time does the business operations start ? ,Calendar
3740,When is my previous meeting with Brannan?,Calendar
3741,When did the last QA meeting happen?,Calendar
3742,Show me all the meetings scheduled by Ankit Bhangar,Calendar
3743,When is the business operations Release planned ? ,Calendar
3744,Show me the meetings in which kevin and morgan participated ?,Calendar
3745,Who all are attending today's discussion on email  ?,Calendar
3746,when is the next qa meeting,Calendar
3747,Show me all the sessions involving ruby and jordan,Calendar
3748,What's my program for 27th november ?,Calendar
3749,What's my schedule for 26th november 2020?,Calendar
3750,What is the agenda of the meeting scheduled by joseph ? ,Calendar
3751,When did john johnson and I first meet ?,Calendar
3752,Who is organizing the the festival this week ?,Calendar
3753,What's my schedule for 17th october 2020?,Calendar
3754,What's my timeline for day after tomorrow ?,Calendar
3755,What are the details of Global team connect event ?,Calendar
3756,What were the points discussed in the first Process meeting ?,Calendar
3757,Show me the meetings scheduled by george in the month of july,Calendar
3758,What are the meetings organized by Lisa Riecken?,Calendar
3759,When was my last meeting with sophie smith ?,Calendar
3760,Number of people who are attending the bonus session on this thursday,Calendar
3761,What is the agenda of the meeting scheduled by andrew ? ,Calendar
3762,What's hailey's status for the 10:45 pm meeting the day after ?,Calendar
3763,What is my program for today?,Calendar
3764,Where is the meeting with christopher evans? ,Calendar
3765,Who are the participants of QA standup meeting?,Calendar
3766,When was my first meeting with John Doe ?,Calendar
3767,When was the first onboarding meeting with oliver smith ?,Calendar
3768,Who is hosting the next Mentor mentee meeting ?,Calendar
3769,Show me all the zoom meetings for today,Calendar
3770,when is my last meeting with chaitanya,Calendar
3771,What's the Global team connect event about ?,Calendar
3772,Show me the locations of all the events on 10 october,Calendar
3773,What time does my call with jack end? ,Calendar
3774,When was the last time angel walker and I met ?,Calendar
3775,when was my previous meeting ?,Calendar
3776,Show me the meetings scheduled by Ankit in the month of December,Calendar
3777,How many people are attending tomorrow's meeting organized by bobby ?,Calendar
3778,What's my next plan for the day ?,Calendar
3779,Who are invited to attend the festival session ? ,Calendar
3780,At what time did the meeting with eva finish ?,Calendar
3781,what is vinay's next meeting with vineeth,Calendar
3782,what time is my next meeting ?,Calendar
3783,Show me all the meetings scheduled by robert wilson,Calendar
3784,Give me the details of my next meeting with christopher? ,Calendar
3785,when is the next meeting with Vinay,Calendar
3786,Who organized the session Testing KT and details ?,Calendar
3787,What time does the soc start ? ,Calendar
3788,At what time is the next conference with oliver evans? ,Calendar
3789,Show me all the meetings I attended in the month of may,Calendar
3790,what are all the meetings hosted by Jack,Calendar
3791,Who are participating in the payslip release event ? ,Calendar
3792,Show me all the meetings scheduled for tomorrow,Calendar
3793,when did the last QA meeting happen,Calendar
3794,When does my meeting with ryan and nathan end ? ,Calendar
3795,What’s my last event in this month,Calendar
3796,When was my first meeting with susie walker ?,Calendar
3797,At what time did the meeting with jack finish ?,Calendar
3798,What was my last event ?,Calendar
3799,When was the first onboarding meeting with peter jones ?,Calendar
3800,Where is my first meeting on september 3 ?,Calendar
3801,When does my meeting with michael and oliver end ? ,Calendar
3802,"""What is the agenda of the meeting scheduled by Chaitanya? """,Calendar
3803,What's Ankit's status for the 1:00pm meeting on 8th nov ?,Calendar
3804,what is the next meeting with ankit,Calendar
3805,What time does my call with noah start today?,Calendar
3806,Show me all the meetings scheduled by becky smith,Calendar
3807,when i met richa fisrt ?,Calendar
3808,when i had last meeting with ankit ?,Calendar
3809,Show me all the sessions involving Ankit and Vinay,Calendar
3810,Show me the meetings scheduled by Ankit in the month of Feb,Calendar
3811,When is my next meeting with Jack Porter?,Calendar
3812,Show me all the sessions involving Ankit and Vineeth,Calendar
3813,Who organized the session offer letter ?,Calendar
3814,Who all attended the last meeting organized by sophie walker ?,Calendar
3815,when was the diwali celebration?,Calendar
3816,What's my schedule for 25th november 2020?,Calendar
3817,Give the video conferencing link of my next conference,Calendar
3818,What's my plan for December 1 ?,Calendar
3819,What are the meetings for today ?,Calendar
3820,When did the last payslip take place ?,Calendar
3821,What are the meetings sorganised by Ankit bhangar ?,Calendar
3822,When did the last business operations happen?,Calendar
3823,Who organized the event form 16 ?,Calendar
3824,what are the events for the day,Calendar
3825,Who are the attendees of LifeRay Standup,Calendar
3826,When did I first speak to bestankit ?,Calendar
3827,Who organized the event 'Mentor mentee' ?,Calendar
3828,When is the Genius Release planned ?,Calendar
3829,When did jordan taylor and I first meet ?,Calendar
3830,What are the meetings for the previous day ?,Calendar
3831,Show me all the meetings scheduled for the day after,Calendar
3832,What's the 10:00 AM call about ?,Calendar
3833,What is my egenda,Calendar
3834,What's my plan for the day ?,Calendar
3835,how many meetings were with jack,Calendar
3836,When is the Kickoff meeting OAuth Assessment?,Calendar
3837,What's andrew's status for the 4:00 pm meeting tomorrow ?,Calendar
3838,When did anthony roberts and I meet last ?,Calendar
3839,What are the meetings organized by Lisa?,Calendar
3840,How many events do I have with Jeswil?,Calendar
3841,When was my first meeting with anthony taylor ?,Calendar
3842,What is global team connect event about?,Calendar
3843,when was my previous meeting with Vinay,Calendar
3844,What's julia's status for the  meeting at 12:00 pm on 7th august ?,Calendar
3845,Who all attended the last meeting organized by John doe ?,Calendar
3846,Who organized the session Testing KT and details ?,Calendar
3847,How many events did I have with Jack Porter?,Calendar
3848,What was the timing for project name Genie?,Calendar
3849,What's the 4:45 AM call about ?,Calendar
3850,"""Show me all the meetings scheduled for tomorrow """,Calendar
3851,When was my last inference AI meeting ?,Calendar
3852,When does my meeting with oliver and jack end ? ,Calendar
3853,At what time is my first meeting tomorrow ?,Calendar
3854,What are the meetings organized by Edward?,Calendar
3855,Do I have any new appointments this week ?,Calendar
3856,What's my program for 9th aug ?,Calendar
3857,At what time is the meeting with adam scheduled ? ,Calendar
3858,Show me all the meetings I declined,Calendar
3859, At what time is the next conference with julia taylor? ,Calendar
3860,Where is the meeting with nicholas brown? ,Calendar
3861,who are the participants of inference ai meeting,Calendar
3862,Who all have confirmed their attendance for the payslip ? ,Calendar
3863,What’s my program for 17th november ?,Calendar
3864,Show me all the meetings I attended in the month of November,Calendar
3865,At what time did the meeting with jordan finish ?,Calendar
3866,What were the points discussed in the first rental agreement meeting ?,Calendar
3867,Show me all the sessions involving hailey and adam,Calendar
3868,What's my itinerary for 6th jan ?,Calendar
3869,What's angel's status for the 11:00 pm meeting on 8th january ?,Calendar
3870,what was me previous meeting with Vinay,Calendar
3871,What is the agenda of the meeting scheduled by Ankit ?,Calendar
3872,Show me all the meetings scheduled by donald johnson,Calendar
3873,About the agenda of a meeting,Calendar
3874,What is my last events,Calendar
3875,When was the last time donald taylor and I met ?,Calendar
3876,what is the description of inference ai meeting,Calendar
3877,What's the 1:00 AM call about ?,Calendar
3878,How long did the most recent discussion about Genius go on ?,Calendar
3879,when was my last meeting with Randy Friedman,Calendar
3880,At what time is the next conference with donald brown? ,Calendar
3881,Show me all the upcoming meetings for the day after,Calendar
3882,List all the events scheduled by vineeth,Calendar
3883,What's my schedule for 10th november 2020?,Calendar
3884,Where is my first meeting on january 05 ?,Calendar
3885,What's my program for 17 November?,Calendar
3886,What date is the Kickoff meeting OAuth Assessment?,Calendar
3887,when was my last meeting with ankit,Calendar
3888,Show me all the meetings I attended in the month of February,Calendar
3889,when is my next meeting ?,Calendar
3890,What's my plan for december 3 ?,Calendar
3891,Show me all the meetings scheduled by benjamin johnson,Calendar
3892,What is the agenda of meeting scheduled by chaitanya,Calendar
3893,Show me the day after's meetings and their agenda,Calendar
3894,What is my next meeting?,Calendar
3895,When was the first onboarding meeting with becky brown ?,Calendar
3896,What's my plan for aug 8 ?,Calendar
3897,Why was the meeting with michael rescheduled ?,Calendar
3898,Show me the meetings in which hailey and oliver participated ?,Calendar
3899,What were the points discussed in the first business operations meeting ?,Calendar
3900,When is the meeting scheduled with bobby Porter ? ,Calendar
3901,About the location of the meeting,Calendar
3902,What are the documents to be referred for the Review meeting ?,Calendar
3903,Show me the locations of all the events on 1 february,Calendar
3904,When was the first onboarding meeting with donald smith ?,Calendar
3905,When is the overview of product Release planned ? ,Calendar
3906,What's my calendar for 02/7/1991 ?,Calendar
3907,when was diwali celebration ?,Calendar
3908,when was my last meeting with ankit ?,Calendar
3909,When was my last platform meeting,Calendar
3910,Who is organizing the the payslip this week ?,Calendar
3911,What's adam's status for the 10:45 pm meeting the day before ?,Calendar
3912,Where is the meeting with Ankit Bhangar?,Calendar
